comment,PE,EE,SI,FC
"tai emang",0,0,0,0
"sama2 bang",0,0,0,0
"terima kasih bnyk mas",0,0,0,0
"��",0,0,0,0
"sama2",0,0,0,0
"keren kak,belajar sejarah bisa jadi lebih menarik kalo kaya gini",0,0,5,0
"coba tebak? ",0,0,0,0
"baru juga seminggu rilis",0,0,0,0
"bang gw tidak bisa didownload katanya harus pake laptop atau yang lain tidak bisa di hp walaupun pake mode desktop",0,0,0,2
"ngilangin watermark nya gimana bang???",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",0,0,0,0
"��",0,0,0,0
"buatin yang bisa pake wajah sendiri bang",0,0,0,0
"kalau saya,trial pakai 3 akun hasilnya: bisa bikin sampai 10 video sehari,setelah itu saya harus nunggu 1 minggu untuk bisa hasilkan video lagi",0,0,0,0
"keren...",0,0,5,0
"sangat efektif untuk meningkatkan produktivitas kerja.",0,0,5,0
"manusia introvert tidak ada kali yak di zaman itu",0,0,0,0
"ai apa engga tu gampang sebenernya,keliatan banget di bagian tangan selalu gagal ato aneh",0,0,0,0
"sayang banget harus pake vpn baru bisa akses.",0,0,0,0
"suaranya tidak ada bg",0,0,0,0
"guyss aplikasi ai apa sih yang gratis mohom inponya suhu",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. support-nya oke,ada panduan lengkap di websitenya. wkwk",0,1,5,0
"mantap bang tutorialnya. sy lagi coba2 bikin juga,cm yang jadi masalah aset video atau gambar yang saya download kok masih ada watermark veo/gemini padahal akun google pro ai saya sudah update berlangganan. kalau mau upload khawatir malah di takedown,pencerahannya dong bang.",0,0,0,0
"dosen saya nyaranin pake ini buat riset. koneksi internet harus stabil biar tidak gagal terus. wkwk",0,0,0,0
"teruslah beramal bang,sukses menantimu",0,0,0,0
"mereka orang spanyol bukan anglomoron",0,0,0,0
"thanks bang konten mudah syekali untuk dimengerti",0,0,0,0
"ohh pantess.. ke suspend punyaku.. solusinya kak ?",0,0,0,0
"rijal or pakde ?",0,0,0,0
"terimakasih kembali kak,silahkan dieksplor lebih lanjut",0,0,0,0
"udah ada prompt yang harus diucapkan apa belum?",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. banyak influencer yang bahas,jadi penasaran.",0,0,0,0
"banyak influencer yang bahas,jadi penasaran.",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. no debat",0,0,0,0
"terimakasih kembali kak,harusnya ada sih kak,ada benerapa saran dan di bawahnya ada prompt revisimya,mungkin kalau tidak muncul bisa digenerate ulang kak",0,0,0,0
"tapi kalau ai dijadikan film zaman dulu keren juga ya",0,0,0,0
"ko tidak da tombol yang promp video y",0,0,0,0
"bang,in chat gpt yang berbayar atau bs yang free?",0,0,0,0
"bikin promtnya itu yang extra sabar,untuk membuat beberapa klip. semangat trus kak ",0,0,0,0
"aku benci ai",0,0,0,0
"bapak dan emak kalau nonton kyak gini percayaan . repot pokok nya repot parah parah otaknya kacau kacau.",0,0,0,0
"",0,0,0,0
"liat dibagian tangan ges",0,0,0,0
"​ -fs3tb don't stop learning ",0,0,0,0
"kok gw tidak ad suaranya ya bang?",0,0,3,0
"makasih kak",0,0,0,0
"perkembangan ai ngeri bre",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. user friendly parah,pemula pasti langsung paham. asli",0,4,0,0
"waduh",0,0,0,0
"ini cuma bisa diidentifikasi ama project crypto yang emng khusus ai (mungkin)",0,0,0,0
"saya pakai whisk milik google",0,0,0,0
"kuota boros banget buat generate video 10 detik doang.",0,0,0,0
"kk pake ai apa",0,0,0,0
"langsung klik yang build aja kak",0,0,0,0
"bang mau nanya aku ada tugas video ai disuruh bahas tentang kerajaan dan durasi nya lumayang panjang 7 menitan itu gimana ya bang",0,0,0,0
"nanya bg,setelah semua tahap tahapan saya ikuti sudah jadi,tapi pada saat menggunakan video generator pada localhost muncul pesan {error:{code:404,message:models/vo-3.0-generate-preview is not found for api version v1beta,or is not supported for predictlongrunning. call listmodels to see the list of available models and their supported methods.,status:not_found}},cara mengatasinya fimana ya bg,terima kasih",0,0,0,0
"dan ada juga non pemakai yang takut kl pisau bisa dipakai utk melukai dirinya,ada yang biasa2 aja,ada juga yang ngerasa bermanfaat dgn adanya pisau",2,0,0,0
"ini ai google njir yang terbaru",0,0,0,0
"makin ngeri yaaa udh bner bner deh ini akhir..",0,0,0,0
"udah tidak bisa lagi ya. aplikasi nya tidak keluar,udah berbayar",0,0,0,0
"mantap,terimakasih banyak ilmunya bang",0,0,5,0
"gua udah bikin bang tapi tidak ada suara nya gimana bang",0,0,0,0
"cara ke pro nya bang susah",0,0,0,0
"moots aku plsss ,on tiap hariii",0,0,0,0
"tahu kan kenapa marjan tema iklan nya itu ",0,0,0,0
"udah tidak bisa bang udah di blok semua",0,0,0,0
"terus mba' yang ada di situ dia ada di dunia nyata tidak yah",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu. koneksi internet harus stabil biar tidak gagal terus.",0,0,0,0
"belajarnya mulai darimana ka?????..",0,0,0,0
"butuh sampe tahun berapa ya kira-kira biar semua sektor kerjaan diganti ai semua? jadi kita semua nganggur gitu",0,0,0,0
"��",0,0,0,0
"kok di google tidak ada ya whisk nya",0,0,0,0
"itu eai",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. parah sih",0,0,3,0
"iya kak,penghasil prompt ini di tempat lain bayar... wkwkwk",0,0,0,0
"kok konsisten gini bang karakternya",0,0,0,0
"output-nya kurang akurat buat kebutuhan profesional. sayang banget harus pake vpn baru bisa akses.",0,0,0,0
"keren",0,0,5,0
"wah awalnya emg notice ini ai tapi pas orangnya ketawa kok jadi natural banget tidak kayak ai sampe tidak percaya ni ai",0,0,0,0
"gabisa di hp ya bg?",0,0,0,0
2/5 th lagi puncak teknologi programmer akan bertemu puncaknya...,0,0,0,0
"@ takutt ih",0,0,0,0
"p",0,0,0,0
"aku oke",0,0,0,0
"beneran ini bukan ai",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. banyak influencer yang bahas,jadi penasaran. no debat",0,0,0,0
"ini udah tidak bisa ya ?",0,0,0,0
"ngebantu cari ide konten pas lagi mampet. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",0,0,5,0
"menarik kak,nostalgia banget ya",0,0,0,0
"bismillah",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana. wkwk",1,1,0,0
"kecanggihan teknologi skrg aja udh ngeri gmn ntar gua dh punya anak cucu takut btt",0,0,0,0
"​ betul..mau cuan gede tapi modal gratisan ",0,0,0,0
"ada yang sadar tidak hampir semua orang yang diwawancara kelihatan “nipple”-nya?",0,0,0,0
"ini kreator nyeleneh ya masa dikasih tau semuanya,disaat kreator lain pelit bagi ilmu ini malah diajarin.",0,0,0,0
"sangat efektif untuk meningkatkan produktivitas kerja. wkwk",0,0,5,0
"thanks udah bantu ngejawab dengan kepastian,biar yang lain tidak pada ragu....",0,0,0,0
"tapi sayang tidak bisa menggunakan foto",0,0,0,0
"ada batasannya tidak sehari bisa buat berapa video?",0,0,0,0
"saya pernah bikin novel pake ai,next mungkin versi filmnya. sekarang juga udah kepikiran,minimal bikin trailer supaya orang mau baca versi aslinya (buku/novel,dll)",0,0,0,0
mohon arahan nya abang quh,0,0,0,0
"kenapa punya saya tetap veo 2 padahal suadah pakai vpn dan sudah gemini pro",0,0,0,0
"bang,ko klw gambar yang potret tidak bs di bikin video bang ya hrs gambar landscap?mohon pencerahannya bang",0,0,0,0
"masih keliatan klo itu ai",0,0,0,0
"pakai ai boleh tapi yang edukasi pelajaran atau sejarah",0,0,0,0
"​ ini yang ditakutin,mustinya pinjol dibikin syarat yang susah biar data2 org tidak gampang di salah gunakan",0,0,0,0
"bang untuk mendapatkan tambahan durasi gmna caranya ya,apakah harus berbayar?",0,0,0,0
"bisa",0,0,0,0
"itu foto candinya mirip candi arjuna",0,0,0,0
"aduh bahaya juga sih kalau gini,banyak oknum ntar",0,0,0,0
"punyaku nggk ada suara bng,kenapa ya?",0,0,0,0
"keliatan kok kalo ai",0,0,0,0
"sama2 bro,makasih supportnya",0,0,0,0
"user friendly parah,pemula pasti langsung paham. asli",0,4,0,0
"sama2 kak terimakasih ",0,0,0,0
"eni aku tidak ada kaka",0,0,0,0
"bang baru juga semalam kok sekarang sorenya udah mencapai batas",0,0,0,0
"masih bisa kak",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling.",0,0,0,0
"bang luh asli kan,bukan ai?",0,0,0,0
"masih keliatan ini bang",0,0,0,0
"for ekaa lailahaaa",0,0,0,0
"terimakasih kak,silahkan dieksplor lebih lanjut",0,0,0,0
"��",0,0,0,0
"coba jelaskan maksudnya gratis itu gimana? saya sudah install vpn baru setelah itu disuruh bayar sama si veepn? tidak ada pilihan free nya??",0,0,0,0
"luar biasa,saluttt... tapi gan izin tanya beberapa nih karna bingung :",0,0,0,0
"nah kan klo ai dipake buat edukasi enak tenang damai",3,0,0,0
"bro bro atau teman-teman yang ada di kolom komen ini kira-kira ea yang aksesnya perlu untuk membaca layar tunanetra apa ya??? yang aksesibel ???",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. no debat",3,0,0,0
"pake hp android bisa bang",0,0,0,0
"jir serius?",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. anjir",1,0,0,1
"ngeri kali temen angkatan sma ...",0,0,0,0
"majapahit apa masa pahit??",0,0,0,0
"yang kerja asli ( buruh,tukang,dagang ) cuma dapat 100 ribu per hari",0,0,0,0
"bang ini bisa pake wajah sendiri?",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. gas terus",0,0,0,0
"reques jman di jajah",0,0,0,0
"serius orangnya ada tidak yaah di dunia nyata?",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. cara pakainya gampang banget,gak perlu tutorial.",0,0,5,0
"semoga kedepannya bisa 1 menit. imajinasi saya sudah harus difilmkan secepatnya wkwk",0,0,0,0
"semoga di mengerti komen saya",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. wkwk",0,0,0,0
"setuju,ini asli abangnya keren badai",0,0,0,0
"kalau penggabungan foto kita gimana bang caranya",0,0,0,0
"ditunggu vlog sejarah kerajaan yang lainnya kak",0,0,0,0
"kok di saya tampilan gemininya tidak ada pilihan video ya ? knp ya ?",0,0,0,0
"kita udah sampe di era ini",0,0,0,0
"��",0,0,0,0
"intinya kalo mau bedain mna ai mana real bedain letak lucunya dimna kalo tiba² ketawa nahhh ketebak",0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah. support-nya oke,ada panduan lengkap di websitenya.",0,1,0,0
wajah tuannya.,0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. laptop spek rendah tetep bisa akses lewat cloud,mantap.",0,0,3,2
"ribet bener interfacenya,bingung mau klik mana.",0,4,0,0
"jangan gratis mulu bang hargai hak cipta ",0,0,1,0
"sama bang,skrg malah username nya jadi nonaktif...ada solusi bang..?",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. laptop spek rendah tetep bisa akses lewat cloud,mantap. gokil",0,0,5,2
"lebih tepatnya: user ai bisa benar2 menakutkan",0,0,0,0
"kalian taukan project world coin,sampel data nya untuk apa? gw kira masih lama gitu,4-5 tahun kedepan projectnya,ternyata hanya selang beberapa bulan sudah di perjual belikan data sampel itu. dan jadilah veo3 (sci-fi menurut gw)",0,0,0,0
"jadi b0k3p. kerusakan parah.",0,0,0,0
"penasaran promptnya",0,0,0,0
"bang punya aku tidak ada suaranya",0,0,0,0
"ada gasi org yang mukanya mirip sama ai ini?",0,0,0,0
"ini ai,coba kalian zoom mata mereka satu per satu itu kayak kosong banget coba zoom",0,0,0,0
"kok di aku g ada fitur upgrade",0,0,0,0
"ko nga ada suaranya bang ?? mohon arahannya",0,0,0,0
"keren sih ",0,0,5,0
"trus wjh nya atw org2 nya ktu org real kah atw ?",0,0,0,0
"user friendly parah,pemula pasti langsung paham.",0,4,0,0
"kak ajarin tutorialnya dongg,mau buat jadi media pembelajaran disekolah",0,0,0,0
"dunia keartisan ketar ketir",0,0,0,0
"benar kak",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. gas terus",0,0,0,0
"ini aja masih software,gimana klo trs di jadiin hardware aka robot",0,0,0,0
"ini org asli gasiii",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. kuota boros banget buat generate video 10 detik doang. no debat",0,0,0,0
"sudah pakai nordvpn bang",0,0,0,0
"di gwa udah pake vpn kenapa tetep veo 2 ya",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana.",0,4,0,0
"klo untuk skrg masih gampang sih bedainnya,yg gw takutnya nanti.",0,0,0,0
"takutt",0,0,0,0
"betul",0,0,0,0
"angin segar buat bandar judol",0,0,0,0
siap gan....,0,0,0,0
"makasih mas kalo mau jawab",0,0,0,0
"semuanya muka orang indo",0,0,0,0
"kuota boros banget buat generate video 10 detik doang. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",0,0,0,0
"ngga bisa bang",0,0,0,0
"{error:{code:404,message:models/veo-3.0-generate-preview is not found for api version v1beta,or is not supported for predictlongrunning. call listmodels to see the list of available models and their supported methods.,status:not_found}}",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. sangat efektif untuk meningkatkan produktivitas kerja.",0,0,5,0
"kuota boros banget buat generate video 10 detik doang. simpel dan elegan,navigasinya enak dipandang.",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. asli",0,1,0,0
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional.",0,4,0,0
"hasilnya kok tidak ada suaranya",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. koneksi internet harus stabil biar tidak gagal terus. anjir",0,0,5,0
"cara bedain suara ai sama asli: suara ai itu hampir semuanya sama dan ada logat khasnya\ncara bedain ai sama asli:kalo ai angle kameranya suka tiba² ganti",0,0,0,0
"saranjana gazzz",0,0,0,0
"kena setiap buat vidio ai kayak gini harus ktewa diakhir?",0,0,0,0
"aktor terancam punah",0,0,0,0
dunia dalam darurat dibalik pesatnya perkembangan teknologi.,0,0,0,0
"",0,0,0,0
"dengan senang hati bisa membantu ",0,0,5,0
"mas,bahas tune ai mas,peraturannya agak ribet,g simple kyk 2025...",0,0,0,0
"punya saya kok tidak muncul tampilan aplikasi nya ya bang",0,0,0,0
"buset ai tau kehidupan jaman majapahit ",0,0,0,0
"maksudnya konten ai nya kak?",0,0,0,0
"wkwkwkwk..... yang kuliah cuman nongkrong di kantin.... kayaknya butuh 3 glas kopi sama 3 bungkus rokok....",0,0,0,0
"ngeri bangettakut lama kelamaan tidak bisa bedain ",0,0,0,0
"aku klo bikin tidak da suaranya",0,0,0,0
"��",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk.",0,0,0,0
"ai di tangan yang tepat",0,0,0,0
"luar biasa bang... salut...semoga para pengguna ai dapat menggunakannya dengan bijak dan bukan untuk disalahgunakan",0,0,0,0
"veo3 lagi ditutup aksesnya kak di cloudskillboost. bisanya cuman veo2 aja untuk saat ini",0,0,0,0
"​ udah pro kak veo 3",0,0,0,0
"cara bikin karakter ny konsisten gmnaaa",0,0,0,0
"durasinya kenapa 8 detik aja bang enggak bisa 1 menit/5menit",0,0,0,0
"diulang aja kk",0,0,0,0
"laj benerannn",0,0,0,0
"gratis",0,0,0,0
"promptnya gimana om?",0,0,0,0
"output-nya kurang akurat buat kebutuhan profesional. parah sih",0,0,0,0
"solusinya bangg,punya saya masih veo 2 ya munuclnya,apa karena beda vpn,vpn yang saya pakai turbo vpn",0,0,0,0
"sangat lucu ",0,0,5,0
"prompt nya bahasa inggris tapi videonya bisa bahasa indonesia?",0,0,0,0
​ wah....kalau itu saya tidak bisa pastikan ya soalnya itu kebijakan yang punya website...,0,0,0,0
"sama bang",0,0,0,0
": itu beda boss,kalo muka orang terkenal kayak artis,pejabat,presiden pasti tidak bisa soalnya udah familiar foto-fotonya di google... tapi kalo sekedar foto kawan/sodara/tetangga elo,pasti bisa.",0,0,0,0
"sekarang gabisa keluar audionya yah kak",0,0,0,0
pertanyaan bagus :,0,0,0,0
"udh gila gw gilaa",0,0,0,0
"ai bahaya",0,0,0,0
"\yehehe\",0,0,0,0
"yang user android cuma bengong doang bang lihat videonya",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. mending skip",0,0,0,0
"wow",0,0,0,0
"dosen saya nyaranin pake ini buat riset.",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. gas terus",0,0,0,0
"terimakasih sebelumnya kak,",0,0,0,0
"punya saya tidak ada fitur videonya",0,0,0,0
"mantap",0,0,0,0
"",0,0,0,0
"user friendly parah,pemula pasti langsung paham. no debat",0,4,0,0
"sayang banget harus pake vpn baru bisa akses. no debat",0,0,0,0
"beneran ai,coba liat jari nya orang yang ngomong sama yang di tengah. makin canggih sekarang teknologi",0,0,5,0
"support-nya oke,ada panduan lengkap di websitenya. anjir",0,1,5,0
"pakai gemini kak dari google",0,0,0,0
"keren",0,0,5,0
"betul,sayapun berpikir akan membuat cerita pendek dulu gunakan vidio veo3 kalo penulis novel mungkin enak tinggal salin jadi prompnya",0,0,0,0
"sudah kenal dngan grafis ai maaf",0,0,0,0
"hiiii seramnyaaaa",0,0,0,0
"iya bg",0,0,0,0
"mantap.terimakasih bang",0,0,5,0
"bang kok punya ngk ada suaranya",0,0,0,0
"terima kasih banyak penjelasan super detailnya kak,semangattt",0,0,5,0
"veo ini gratis kah?",0,0,0,0
"pas liat jari ternyata bneran ai ",0,0,0,0
"��",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. mending skip",0,0,0,0
"terikasih bang tutorialnya",0,0,0,0
"ai terus berkembang setiap detik",0,0,5,0
"lah gw dah pro kok tidak ada vidio si bang",0,0,0,0
"pantes gw coba tadi tidak bisa",0,0,0,0
"ini baru keren...bayangin ini dipake utk pendidikan...utk orang visual ky gw,ini amat sangat ngebantu bgt....",0,0,5,0
"bagus banget triknya kak,tapi susah mau di ikuti,walaupun di putar ber ulang-ulang",0,0,3,0
"hp kentang saya tidak kuat jalanin aplikasi ini. cara pakainya gampang banget,gak perlu tutorial. anjir",0,5,0,1
"tapi saya pernah bikin video klip lagu pakai ai lain kak,coba cek ini kak kalau mau lihat",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. output-nya kurang akurat buat kebutuhan profesional.",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. ribet bener interfacenya,bingung mau klik mana. wkwk",0,0,0,0
"terimakasih untuk tutorialnya,segera dipraktekkan",0,0,5,0
"70% sebelum mencapai kesempurnaan ",0,0,0,0
"oke terima kasih banyak gan",0,0,0,0
"iya bang",0,0,0,0
"��",0,0,0,0
"tugasnya roy suryo numpuk",0,0,0,0
"aamiin,semoga bang",0,0,0,0
"orang yang tidak pakai ai akan kalah dengan orang yang menggunakan ai..... ingat itu..",0,0,0,0
"banyak influencer yang bahas,jadi penasaran. hp kentang saya tidak kuat jalanin aplikasi ini.",0,0,0,0
"tidak bisa pake bri ya bank?",0,0,0,0
"kalau bicara bisa sih pasti bisa sih kak,tapi kalo soal kemiripan ini agak diragukan,tapi bukan berarti tidak bisa. prompt nya harus detail dan tepat",0,0,0,0
"iya kak udah dilimit sekarang",0,0,0,0
"yang edukasi beli kredit google ai pro,yang nonton 100% kreditnya free... hahahaaaaaa :face-purple-crying:",0,0,0,0
"lemon slicenya berbayar ya",0,0,0,0
"mau belajar pliss",0,0,0,0
"om buatkan versi hp dong",0,0,0,0
"ayo bikin lagi yang lain,tentang2 pengetahuan aja kayak gini",0,0,0,0
"aku sering berkhayal timeslip ke jaman dulu. tapi mikir,kalau mau ngecharge gimana ya,belum ada listrik. sayang kalau tidak ngevlog",0,0,0,0
"jir",0,0,0,0
"gratis.....",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. tools ini ngebantu banget buat nyelesain tugas kuliah. wkwk",0,1,5,0
"min. saya kan pake yang pelajar. udh pro. kenapa pas generate tidak ada suaranya. cuman video doang. padahal pake usa",0,0,0,0
"seriil ini jir",0,0,0,0
"banyak influencer yang bahas,jadi penasaran. ngebantu cari ide konten pas lagi mampet. asli",0,0,0,0
"sudah tidak bisa menambahkan pembayaran e wallet gmn om???",0,0,0,0
"aku video pertama ada suaranya video berikutnya mengapa bisu ya? suruh ucapin kalimat malah bentuknya text dibawah? ini masalah promp atau memang ada batasan dari veo 3 gratis 1 bulan pertama ya ",0,0,0,0
"sayang banget harus pake vpn baru bisa akses. output-nya kurang akurat buat kebutuhan profesional. mending skip",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. dosen saya nyaranin pake ini buat riset.",0,0,0,0
"bang saya sudah gemini pro,kok masih veo 2?",0,0,0,0
"bang saya kok pake veo 3,tapi tidak ada suaranya ya? itu ngebug kah?",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. gokil",0,0,0,0
untuk suara kita pakai ( pratama ...,0,0,0,0
"durasinya cmn 8 detik aja ya bang?",0,0,0,0
"hati2 era scammer jdi merajalela",1,0,0,0
"",0,0,0,0
"siap",0,0,0,0
"mas kl belum text pro (berbayar) dikanan atas,videonya memang tidak ada ya? soalnya saya buka gemini fitur videonya tidak ada..hehehe",0,0,0,0
"sungguh tutorial yang bagus sekali,terimakasih sudah berbagi",0,0,5,0
"wallahi we're dead dawg",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang. tools ini ngebantu banget buat nyelesain tugas kuliah. mending skip",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. support-nya oke,ada panduan lengkap di websitenya.",0,1,5,0
"support-nya oke,ada panduan lengkap di websitenya. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah",0,1,0,0
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran. no debat",0,0,5,0
"veo 3 mantap",0,0,0,0
"makin canggih tapi makin mengerikan juga nantinya takutnya banyak orang yang menyalahgunakan ia ini jadi hal yang tidak bener",0,0,0,0
"ih takutnyee",0,0,0,0
"mantul bang ",0,0,0,0
"semoga bermanfaat",2,0,0,0
"bang ko gw bahasa inggris mulu ngomong nya",0,0,0,0
"harus pro bg",0,0,0,0
"kalau ini ai liat noh gerakan tangannya",0,0,0,0
"ikut belajar kak",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial.",0,0,0,0
"lebih maju jaman majapahit daripada indonesia sekarang",0,0,0,0
"kuota boros banget buat generate video 10 detik doang. banyak influencer yang bahas,jadi penasaran. anjir",0,0,0,0
"saya punya ide",0,0,0,0
"sayangnya belum ada suaranya,gambar bisa di jadikan frame di google flow veo 3,disitu udah ada suaranya",0,0,0,0
"knpa di aku gabisa download vpn nya bg? selalu ada notif lihat panduan",0,0,0,0
"sangat efektif untuk meningkatkan produktivitas kerja. no debat",0,0,5,0
"setahuku ai dari pas rilis sudah di buat film kak. apalagi drama china",0,0,0,0
"",0,0,0,0
"ketawa karir",0,0,0,0
"dan lu asli apa ai bg??",0,0,0,0
kan katanya kafir,0,0,0,0
"jadi kalo ini ai pake muka siapa ya? dan di rl apa orgnya ada?",0,0,0,0
"kak,orangnya kok bisa sama gitu ?? caranya gimana ?",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. asli",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. tools ini ngebantu banget buat nyelesain tugas kuliah. asli",0,0,0,0
"​ .1 aminn",0,0,0,0
"buat semua cewe hati hati kalo post foto,krna ai foto kalian bisa jadi bahaya",0,0,0,0
"we love it... semangat mas... thanx ya",0,0,5,0
"aku punya ide.. ",0,0,0,0
"vpn terhubung dan server usa,bahkan mengikuti tutorial,namun tetap tidak ada suaranya. mohon pencerahannya...",0,0,0,0
"��",0,0,0,0
"benerin dulu itu nulis bakmi salah. shombong amat",0,0,0,0
"kalo pake hp bagaimana bang?",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional.",0,4,0,0
"bisa ditambahkan,dia berbicara dalam bahasa indonesia yang jelas: .....",0,0,0,0
"whisk menolak jika prompt mengarah kepada anak dibawah umur ...",0,0,0,0
"jaman majapahit dah ada ukhti2 belanja di pasar ",0,0,0,0
"ai",0,0,0,0
"aamiin,makasih bang",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. ngebantu cari ide konten pas lagi mampet. no debat",0,1,0,0
"bang terima kasih saya sudah bisa,tapi kadang kok bahasa nya masih bahasa inggris.",0,0,0,0
"kalu lewat hp bisa ngga buat ini",0,0,0,0
"tanda paling jelas kalau ini palsu itu tingkat emosinya. semuanya sama. semua punya senyum dan tingkat kebahagiaan yang sama. video lain juga mirip",0,0,0,0
"mantap kak",0,0,5,0
"makasih bg",0,0,0,0
"halo kak,dicoba lagi ya kak,prompt generatornya baik2 saja kok",0,0,0,0
"suaranya tidak ada,gimana cara nya ya?",0,0,0,0
"bahkan kalau misalkan saya jadi ethan hunt bakal dilema banget mau ngancurin ini ai langsung tapi dunia bisa mengalami kehancuran total kalau dibiarin dunia semakin jatuh dalam tipu dayanya ",0,0,0,0
"jir ku kira boongan,tapi ini memang ai jirrrr",0,0,0,0
"salah satu alasan kenapa wajah nabi tidak di perlihatkan",0,0,0,0
"yang kali ini asli nih",0,0,0,0
"yutub",0,0,0,0
"ayo dong guys",0,0,0,0
"biar tetep konsisten karakternya gimana om? soalnya saya coba buat,tiap scene mukanya beda.",0,0,0,0
"bang kalo udah langganan ada limit pemakaian gak?",0,0,0,0
"user friendly parah,pemula pasti langsung paham.",0,4,0,0
"pada tertipu",0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah.",0,0,0,0
"bg cara bikin vidio nya lebih dari 8 detik gimana?",0,0,0,0
"faceswap video nya dengan muka kita bagaimana cara nya?",0,0,0,0
"masyawi,kok saya generate twpi dubbingannya bahasa inggris kenapa ya mas ?",0,0,0,0
temen-temen yang mau prompt yang kupakai silahkan kunjungi,0,0,0,0
"ruwet",0,0,0,0
"baik terima kasih atas dukungannya n semoga anda sukses selalu...aamiin",0,0,0,0
"jelek: anak di video pertama suaranya kayak orand dewasa.",0,0,0,0
"cuba masuk zaman japanese yang ada si atok tua",0,0,0,0
"hal paling di takutkan elon musk ",0,0,0,0
"kalo makin berkembang,nanti gimana caranya kita tau itu orang asli atau bukan. terlebih kita yang suka nonton",0,0,0,0
"sama bang,gua kira gw doang",0,0,0,0
"siap kak,terimakasih kembali kak,sukses dan lancar juga untuk promosi produknya ya kak",0,0,4,0
ini gambar gembira bagi saya karena video saya menginspirasi orang....,0,0,5,0
"cara pakainya gampang banget,gak perlu tutorial. gokil",0,4,5,0
"matahari nya beneran indonesia bgt",0,0,0,0
"seru nih",0,0,0,0
"ai mudah terhibur",0,0,0,0
"mas wapres seneng nih",0,0,0,0
"terima kasih atas ilmunya kak ",0,0,0,0
"kok tidak keluar suara nya ya,malah subtitles aja",0,0,0,0
"makin bahaya jir ai",0,0,0,0
"ini ai guys,kalo mau bedain,liat aja mulutnya",0,0,0,0
"ya kalau soal itu betul sekali gan,ai hanya alat bantu buat mempermudah kerja kita....",0,0,0,0
"full daging materinya,jazakallah khorian mas",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. gas terus",0,4,0,0
"ketika ai di tangan orang yang tepat",0,0,0,0
"terimakasih sangat membantu sekali untuk mempermudah saya dalam mengerjakan tugas korikuler saya",0,0,5,0
"kalo pake hp bisa tidak bang?",0,0,0,0
"kok gw bahasa jadi inggis bang",0,0,0,0
"sama2 om",0,0,0,0
"mantab",0,0,0,0
