comment,sentiment,PE,EE,SI,FC
bang ko bikinan gw tidak ada suaranya itu salahnya dimana ya bang,negative,1,0,1,0
sebentar lagi artis artis tidak laku dong. bikin film cukup pake ai,negative,1,0,0,1
keren banget,positive,0,1,5,0
detik² kemunculan dajjal..fitnah akan terjadi di mana²,negative,0,0,0,1
vvn nya gx bisa di instal gx bisa di apa apain,neutral,1,0,0,1
pake promt di crome hp tidak bisa ya,neutral,0,1,1,1
bang bisa pakai foto kita tidak,neutral,0,0,0,1
"kalo makin berkembang,nanti gimana caranya kita tau itu orang asli atau bukan. terlebih kita yang suka nonton",positive,1,0,0,0
"menghawatirkan bisa bikin video fitnahan,masyarakat awam bisa langsung percaya video hasil ai",negative,1,1,1,1
kalau bikin prompt yang bisa ngobrol lebih dari 1 orang gimana ya bro,neutral,1,0,0,0
bg dipunyaku kok gaada menu video,negative,0,0,0,0
terimakasihh bang ilmunya,positive,1,0,1,0
kok aku tidak ada suaranya?,negative,0,1,1,0
"harus pake vpn bg,,sini bikin grup sharing2",neutral,0,0,1,1
"kalau saya membedakan ai atau asli,dilihat dari pergerakan mulut dan suara...",positive,1,1,0,0
"bang,kenapa punya saya pilihan pembayaranya tidak ada pilihan yang e-walet?",neutral,0,1,0,0
bang bs digabung sama gambar ga? misal kita mau buat iklan disuatu product biar masuk ke dalam ai itu jadi hrs upload dlu prodcutnya bs tidak seperti itu klo ada tolng buatin bg .makasi,neutral,0,0,0,0
kok tidak ada suara ya kk cuma text doank,negative,0,0,1,0
bang saya sudah ikutin tapi opsi video nya tidak muncul itu kenapa yah ?,negative,0,1,1,0
cara download vpn ny gmna tidak ad bacaan download atau unduh,neutral,0,1,1,0
"broo,ini ada batasan pembuatan video nya ga? misalnya perhari cuma bisa beberapa kali",neutral,0,0,1,0
"ka,kalau muncul watermark veo kenapa ya?",neutral,0,0,1,1
ekstensi,neutral,0,0,1,0
kk gmn kalau video tidak muncul yah?,neutral,0,0,0,0
tapi karakternya tidak bisa konsisten ya kak?,negative,0,1,0,0
kok mirip kya yang bikin candaan di neraka ya,negative,0,1,1,0
aku udah ikutin semua taoi ko tidak ada suara voice overnya ?,negative,0,1,1,0
maksimal 8 detik doank ya?,neutral,0,1,1,0
"dari cara ngomngnya,masyawi nya jg hasil ai",neutral,1,1,0,0
pake mobile / hape bisa juga tidak bang?,neutral,0,1,0,1
teknologi ginian ujung-ujungnya kalo tidak buat nipu ya vokep,negative,0,1,0,0
izin belajar ya bang,neutral,1,1,0,0
kok di tampilan gemini ku tidak ada video ya?,neutral,0,0,1,1
klo udah coba free sebulan nti bakal masuk otomatis bayar ga..,neutral,0,1,0,0
mantap,positive,0,1,5,0
"tapi saya buat vidio,tidak ada suara untuk vidionya bg,ada penjelasannya tidak bg?",negative,0,1,0,0
hatur nuhun mas..,neutral,1,1,0,0
mengganti foto kita caranya bagaimana?,neutral,0,1,0,0
bang aku udh aktifin vpn kok ngk muncul veo 3 nya ya bang?,negative,0,0,1,0
tidak bisa pake bri ya bank?,neutral,0,1,0,0
udah nyobain beberapa kali buat video di gemini pro tapi hasil videonya tidak ada suaranya. gimana ya biar ada suaranya,negative,0,0,1,1
"hati2 mas,ngeri disuruh ngidupin di akhirat. di blur aja baiknya. cmiiw.",neutral,1,1,1,0
kalau dicoba di hp bisa?,neutral,0,0,1,1
bang cara agar bahasa indonesia gimana gw kok bahasa inggris yah,negative,0,1,1,1
"udah coba upgrade ke yang pro,tapi kok videonya veo 2 ya?",neutral,0,0,0,1
ini masyawi kayak ai deh. bikin vlog panjang begini dengan ai gimana cara?,neutral,0,1,0,0
bang gw tidak bisa didownload katanya harus pake laptop atau yang lain tidak bisa di hp walaupun pake mode desktop,negative,1,1,1,1
wah...ai meresahkan...privasi kita semakin tidak terkontrol ya....,negative,1,0,1,0
gratis cuma bisa 4 kali pakai sehari,neutral,0,1,1,1
"bang untuk versi mobile,bisa gak? atau mungkin ada caranya?",neutral,0,1,0,0
tapi begrond monas bukan monas yang ditampilkan.... msh meleset blum realistis bgt:face-purple-crying:,negative,0,0,1,0
ini berarti engga pure gratis ya ?,neutral,0,0,1,0
kan di vidio abangnya bayarnya pake gopay,neutral,0,1,0,0
bang kalau yang didlam videonya itu diri kita sendiri bisa tidak si bang?,neutral,0,0,0,0
"aku pengen buat film atau series tokusatsu ku sendiri,aku punya ide",neutral,0,0,1,1
bisa,neutral,0,1,1,1
"durasinya memang cuma sedikit kah bang,saya sudah nyoba,suaranya yang tidak muncul malah text yang tulisan,tapi videonya hasilnya emang bagus,dan bis adishare diyutub share tidak ya bang ?",positive,0,0,0,0
kok saya tidak ada bayar ke ponsel ya cuma dua doang bang,neutral,0,0,1,0
kok belum ada yang buat tutorial pakek veo 3 tapi wajah sendiri ya,neutral,0,1,1,0
tidak bisa wajah sendiri ya?,neutral,0,1,0,0
kok di aku hasilnya bahasa inggris jadinya bng,negative,0,1,1,0
gratis tapi guna akaun google pro... hmmmmm... terus terang la bang tetap perlu bayar dulu sebelum dapat yang gratis.,neutral,0,0,1,0
kok di gw gada suaranya ya bg?,negative,0,0,1,0
"bang kalau video tidak keluar suara nya,gimana solusinya?",negative,0,0,0,1
thanks bang atas tutornya udh ku subs,positive,1,1,1,0
gw bikin ko gada suaranya yak,negative,0,0,1,0
abg ya asli bukan,neutral,0,1,0,0
dunia dalam darurat dibalik pesatnya perkembangan teknologi.,negative,1,0,0,1
"percaya atau tidak,buktikan saja dan nikmati huru haranya",neutral,1,0,1,1
"walaupun realistis,tetep ada bedanya kok,cuma ya harus jeli aja.",positive,1,1,0,0
ngeri sekali,negative,0,1,1,0
makin bahaya buat yang menyalahgunakan vo3,negative,0,0,1,0
seperti penipuan,negative,0,1,0,0
"bang saya sudah gemini pro,kok masih veo 2?",neutral,0,0,1,1
bapak dan emak kalau nonton kyak gini percayaan . repot pokok nya repot parah parah otaknya kacau kacau.,negative,1,1,1,0
ngeri. semoga tidak di salah gunakan oleh oknum yang suka mengadu domba.,negative,1,0,1,0
dunia filem dan pembawa acara tv bakal rungkad akan menggunakan ai saja,negative,1,1,0,1
"bang,saya sudah upgrade email tapi masih veo 2",neutral,0,0,0,1
veo 2 kali lu,neutral,0,1,0,0
lu brrti pake yang veo 2,neutral,0,0,1,1
"kalau ganti evo3 gmna caranya,​ -uz5jl",neutral,1,0,0,1
kk knp kalau buat vidio tidak ada suaranya ?,negative,0,0,1,0
ko gw bikin hasilnye gada suaranye dah,negative,0,1,1,0
kenapa pas saya coba bikin ngomongnya kok jadi bahasa inggris ya bang?,negative,0,0,1,0
tidak sesuai dgn judullll gblggg,negative,0,1,1,0
ini tu harus update k versi gemini pro. tapi pakai uang jaminan. q ada uangnya tapi kira² uang q bisa balik tidak entar?,neutral,0,0,0,1
jangan2 masnya yang ngomong ini veo 3 juga,neutral,0,1,1,0
"baru buat 3 video udh dibatasi,padahal member udh pro",neutral,0,1,0,0
"googgle plis stop jangan terusin veo3 ke veo4 plis,apalagi orang indo kadang memakai ai dengan salah",negative,1,0,1,0
bg cara bikin vidio nya lebih dari 8 detik gimana?,neutral,0,1,0,0
ini berarti text ke video tidak bisa image ke video ya mas ganteng,negative,0,0,1,0
sangat menakutkan,negative,0,0,3,0
bang punya ku kok tidak kluar suaranya ya,negative,0,0,1,0
knpa tidak ada suaranya ya pas sudah jadi,negative,0,0,1,1
prompt nya bahasa inggris kok videonya bisa bhs indo lngsung gituh bang,negative,0,0,1,0
veo 3 reviews movies,neutral,0,1,1,0
abangnya ai juga tidak,neutral,0,1,1,0
mending jangam tutorial... meresahkan apa bila diaplikasikan kepada orang yang tidak tepat..,negative,1,1,1,0
"jadi terjawab ya kemarin rame scan rentina,nah vo3 ini kepanjangan tangan mereka juga .. selamat yang udah scan rentina",neutral,1,0,1,0
thank bang good,positive,0,0,3,0
"bang,kok tidak ada sambung ke dana atau pay lainnya?",neutral,0,0,0,0
saya udh pake pro tapi kok tidak muncul video v3 nya bang,negative,0,1,0,1
klo tidak dibayar maling dong namanya atau jadi hutang,neutral,0,0,0,0
palai macbook berapa ya?,neutral,0,1,0,0
saya bikin kok suaranya bisu ter di veo 3 ?ad yang tau solusinya,negative,0,1,1,1
makin susah nih penegakam hukum. bukti video bisa dibikin ai,negative,0,0,1,0
bro tapi aman kan ya walaupun subscribe langganan-nya dalam mode masih pakai vpn?,neutral,0,1,0,1
"jujur,gue justru merasa ngeri dengan perkembangan google gemini vo3 ini...entah berapa juta berita dan fitnah yang bisa dibuat kalo technologi ini dipake orang dg tujuan gabener",negative,1,0,1,0
perhari di batasi yah buat video veo3 nya meskipun sudah pro,neutral,1,1,1,0
"jiwa man of culture meronta melihat kesempatan ini,hihihihihi",negative,1,0,1,1
"itu bisa ngk bang,klo pake muka kita sendiri?",neutral,0,1,1,0
"mas saya sdh coba bikin video,tapi suaranya tidak ada,bisu kenapa?",negative,0,0,0,1
satu akun dana bisa di gunain banyak email nga kk,neutral,0,0,1,0
buatkan prompt untuk google video,neutral,0,0,0,0
"please jangan bikin tutor kayak gini,emang semalem itu ya dikit dikit ai",neutral,1,0,1,0
kok saya suaranya tidak ada ya ?,negative,0,1,1,0
china lebih gila lg....disain kapal induk tidak sampai sebulan....pdhl negara lain udah tahunan.....,neutral,0,0,0,1
ih serem banget.. sulitnya posisi perempuan di zaman sekarang karna rawan terkena pornografi pake deep fake & video ai,negative,0,0,1,0
"knpa sy buat,suaranya tidak ada?",negative,0,1,1,0
"wkwkwk nyiptain dari mana dirimu cuma mengarang,hanya tuhan aja yang bisa nyiptain sesuatu",neutral,1,0,1,0
kalau pakai video sendiri bang,neutral,0,1,0,1
menarik. reaksi orang berbeda2.,positive,1,1,1,0
"daripada ngeri,bisakah melihat ni juga sebagai peluang atau kesempatan diri ini utk tidak terlalu bereaktif / sabar dengan berita yang muncul? tidak gampang mengiyakan dan sebar hoax. peluang berlatih menahan diri,dan makin bijak memilah konten menjadi lbh banyak.",positive,1,0,1,1
itu dari segi non pengguna/penikmat konten.,neutral,1,1,0,0
"dari segi kreator,ai = peluang,mempermudah bahkan memberi kesempatan utk membuat konten yang bermanfaat yang lbh daripada fitnah. trgantung mentalitas yang pake sih",positive,1,1,1,0
"ibarat pisau: awalnya dipake tuk berburu binatang,mungkin utk potong sayuran,tapi ada juga penggunanya yang make utk membunuh sesamanya.",negative,1,0,0,0
"dan ada juga non pemakai yang takut kl pisau bisa dipakai utk melukai dirinya,ada yang biasa2 aja,ada juga yang ngerasa bermanfaat dgn adanya pisau",negative,1,1,1,0
yang ngeri bukan cuma bisa gantiin profesi manusia tapi juga bisa disalahgunakan untuk hal yang negatif,negative,1,0,1,0
terima kasih aban..... udah berbagi ilmunya.... salam kenal dari timor leste,positive,1,0,2,0
"bang,opsi pembayarannya tidak keluar bang",neutral,0,0,0,0
juma debit card,neutral,0,1,0,0
klo menu pembayaran kayak e wallet nya tidak muncul kenapa ya? cma ada kredit dan paypal,neutral,0,0,0,0
"saya bikin ko gada suaranya bang,gimana cara nya biar ada suaranya",negative,1,0,1,0
"mas gemini saya ndak ada pilihan video,apakah harus gemini pro juga ?",neutral,0,1,0,1
aku nyoba ko tidak ada suara ya,negative,0,1,1,0
hasilnya ko tidak muncul suaranya ya bang,negative,1,1,1,0
sangat membahayakan bagi kehidupan manusia. fitnah akan bisa terjadi dimana mana,negative,1,1,1,0
bisa pakai foto sendiri tidak bang,neutral,0,1,1,1
nice turot,positive,0,0,1,0
aku ghak ada tampil vidio,neutral,0,1,0,1
artis bisa gx laku nih,neutral,1,0,0,1
krennn asli bang,positive,0,1,1,0
luar biasa abang ini tidak pelit ilmu....,positive,1,0,3,0
"solusi idsh pake prompt bahasa inggris,tapi pas ngomong kok jadi bahasa inggris juga,solusinya?",negative,0,1,1,0
bang gua mau batalkan langganan kok tidak bisa ya.,neutral,1,0,0,1
sudah liat tutor jg.,neutral,0,1,0,0
tapi hasilnya gagal seperti yang di short terbaruku bang.,negative,1,0,0,0
"napa d gua gada pilihan video itu ya,kosong doang d bawah nya",neutral,0,1,1,0
ko suaranya tidak keluar bang?,negative,0,0,1,0
pakai hp tidak bisa,neutral,0,1,0,1
bisa jadi,neutral,0,1,0,1
makasih,neutral,0,1,0,0
,neutral,0,1,0,1
​ jawab bang itu banyak nanya kenapa tidak ada suaranya,negative,0,1,1,0
tambahkan prompt berkata dalam bahasa indonesia,neutral,0,0,0,0
upgrade akun ke pro,neutral,0,1,0,1
mungkin masih veo 2,neutral,0,0,0,1
bisa,neutral,0,1,1,1
​ iya bisa tapi harus langganan. siap2 email yang banyak kalau mau gratisan,neutral,0,1,1,0
saya sudah bikin cumak suaranya tidak muncul ya. itu gimana cara ngatasinya ?,negative,0,1,1,0
saya tetep buat video manual..karena dari situ sebuah seni dimulai,neutral,1,1,1,0
itu ada tidak ya org aslinya..kayaknya ada itu orang aslinya,neutral,0,1,1,0
makasih ilmunya,positive,1,1,0,0
ini oezil versi ai bukan muka nya mirip,negative,0,1,1,0
"dpr,sudah cukup diganti pake ai .",positive,1,1,0,0
"lebih irit,gak pake tunjangan .",positive,0,1,1,1
bang download vpn pakai hp bisa tidak ?,neutral,0,1,0,1
"videonya berhasil kebuat,tapi kenapa tidak ada suaranya ya?",negative,0,1,1,0
tidak bisa ngomong bos,negative,0,0,0,0
"udah bikin pro tapi ada limitnya juga ini gemini,harus nunggu 1minggu lagi baru bisa bikin video lagi..aneh ya",neutral,0,0,1,0
bang ijin solusi video setelah jadi py sy bisu tidak ada suaranya. sebab dan solusi bang. termksih sebelum dan sesudah nya,negative,1,0,0,0
bang kok punyaku tidak ada suara nya ya bang .,negative,1,1,1,0
bisa bantu bang??,neutral,0,0,1,0
vidio yang di hasilkan uda sesuai tapi suara tidak kedengaran.,negative,1,1,0,0
di download pun sama tidak ada suara,negative,0,1,0,1
lah bang kok gw gabisa download di hp,neutral,0,1,1,1
ini delapan detik kak?,neutral,0,0,0,0
"kalau mau bikin video yang lg hits di wisudaan anak2 sekolah gitu,yg mereka berubah jadi sesuai sama cita2nya gitu,pake app apa ya? adakah yang tau?",neutral,0,0,1,0
pake qwen ai gratis unlimited,neutral,0,1,1,1
bang tapi gakbisa ngomong cuma video,negative,1,0,0,0
takuuuut jadi pemicu perang dunia ke-3,negative,0,0,1,0
u ntuk panjang video hanya 8 detik aja ya bang ?,neutral,0,0,0,0
bisa pake photo atau gambar muka kita tidak bang ?,neutral,0,1,0,0
kok saya pake ekstension yang sama tapi pas d instal jadinya beda ya bang?,neutral,0,1,0,0
apakah ini cikal bakal skynet ???,neutral,0,0,0,1
pastikan settingan vpn sesuai tutorial,neutral,0,1,1,0
video manual cocok untuk vidro profesional kelas atas,neutral,0,1,3,1
ai mengkombinasi data yang dipelajari,neutral,0,1,0,0
semoga bermanfaat,positive,1,0,1,0
aku sih yess,neutral,0,1,1,0
pakai vpn yang di playstore,neutral,0,1,0,1
mungkin masih veo 2,neutral,0,0,0,1
masih veo 2 itu,neutral,0,1,1,1
"namanya gratisan,bikin akun lagi",neutral,0,1,1,0
"mungkin masih veo 2,pastikan settingan vpn nya benar",neutral,0,1,0,1
"​ vpn nya pke jenis lain,tpi pke usa bang. sy cb buat sampai 3x tetap sma tdk ada suara.dan video durasi mentok 8 detik sja.",neutral,1,0,0,1
"mungkin masih veo 2,pastikan vpn nya bener",neutral,0,0,1,1
betul,positive,0,1,1,0
perang ai,negative,0,1,0,0
cuma 8 detik,neutral,0,0,0,1
pengen ketemu mas owi dan kang wiwin,neutral,0,0,1,1
bang kenapa gw bikin tidak ada suaranya yh,negative,1,0,1,0
"blm sebulan jg psti udh hrs berbayar,gsmudah gnti gmail lain..nmynjg promo",neutral,0,0,1,1
"bang mohon pencerahan semua udah di ikuti plek,dna hasilnya video ai nya ngomong inggris,udh di ubah ketikan nya pakai indo tetap aja ngomong inggris,solusi ke suara indo gmn ya bg?",negative,0,0,0,0
bg.. itu kata katanya kita sendiri yang buat apa mmg uda di atur sama veo 3nya? uda gitu bisa tidak bg buat video veo3 pake wajah kita?? sendiri??,neutral,0,0,0,1
kok google gemini saya tidak ada videonya ya apa harus upgradekah ?...kl upgrade ternyata berbayar,neutral,0,0,1,1
aku punya ide,neutral,0,1,1,0
": tetap untuk kalangan yang ber uang saja yang bisa membuat nya yang minim pendapatan.. nanti² dulu saja & sebagai penonton.. jangan mudah langsung percaya tentunya yang berkaitan rada fatal,pikir 2x atau lebih + cari informasi dr sumber lainnya",neutral,0,0,0,0
tidak ada suaranya,negative,0,1,1,1
sudah veo 3 pkai vpn amerika tapi tdk ada suaranya,negative,0,0,1,0
bang cara ubah nya ke bahasa indonesia,neutral,0,1,0,0
sudah buat bang....tapi suaranya tidak keluar,negative,0,0,0,1
kak ada kelas mau belajar,neutral,0,1,1,1
"bang tanya,web ai apa yang bisa menampilkan texts dilayar video dari percakapan yang ada di dalam video?",neutral,0,0,0,0
bng sepi bnget upload video gaada yang nntoj,neutral,1,1,1,1
"hari ini ilmu dan kemodrenan tapi kedepannya mungkin ini yang akan menjadi alat huru hara besar karena akan lebih gampang memfitnah dan mempropaganda denga se asli ini,selamat datang di dunia tipu tipu,..",negative,1,0,0,0
bang itu bisa ganti muka tidak yaaa,neutral,0,0,1,0
"dari video2 monas yang tidak mirip monas sama sekali mengindikasikan,landmark kebanggaan indonesia itu belum dikenali secara global termasuk oleh algoritma ai,google dan platform2 pencarian data/info/gambar berbasis komputerisasi.",negative,0,0,1,1
"mungkin kalau menara eiffel,patung liberty,opera house sydney dan landmark2 kota2 global dunia akan dengan mudah algoritma ai memunculkannya dengan presisi persis seperti asli.",positive,1,1,0,1
"aku barusan test veo 3,cuma bisa prompt text to video. tidak bisa prompt image to video. benarkah?",negative,0,1,1,0
"gw berhasil bikin videonya dengan sedikit modif prompt nya bang,first try,tapi gada audionya",negative,1,1,1,1
mantap bang,positive,0,0,5,0
klo pke iphone gmna bang?,neutral,0,1,0,1
"aktor,aktris,sutradara,kameramen,dsb langsung jadi pengangguran",negative,0,0,0,1
"kak aku udah coba,tapi ko audionya tidak keluar yaa ?",negative,0,0,1,0
punya saya akun pro kok veo 2 kemana ya bang?,neutral,0,1,0,0
wong ngendi mas,neutral,0,1,0,1
1 hari berapa kali bisa bikin ?,neutral,0,1,0,0
punya saya kok hasilnya bahasa inggris padahal skripsny indonesia. sebaliknya skripsi nya inggris tetap sama aja hasilnya bahasa inggris,negative,0,1,1,0
makin hari makin canggih ai nya,positive,0,1,1,0
bang saya jualan es teh dangan brand es teh kampoeng.bisa tidak bikin video orang minum es teh.buat promosi di facebook.,neutral,1,0,1,1
wajahnya diganti wajah kita bisa tidak kak,neutral,0,1,0,0
mantap tutornya bang,positive,1,1,5,0
susah ya saya selalu bahasa inggris trs tidak bisa bahasa indonesia,negative,0,1,1,1
orang luar negri main vo3 juga tidak si? soalnya saya cari hasil video orang luar negri tidak ada,neutral,0,0,1,0
semuanya muka orang indo,neutral,0,1,0,0
"q dah buat sesuai promp,tpi kok tidak da suaranya saat berbicara y bang?",negative,0,0,1,0
kalau suaranya tidak ada kenapa ya bang,negative,0,0,1,1
di hp bisa tidak,neutral,0,0,1,1
jangan jangan mamarica buat info sirael dari ini.... waduh ....,neutral,1,0,0,0
"ini jgn2 yang di video masyawi bukan asli,alias ai,hehehe",neutral,0,1,1,0
tidak bisa,negative,0,1,0,0
kesini gara gara tiktok,neutral,0,0,1,1
menyeramkan indonesia harus ada aturan khusus untuk ai ngak boleh ngegampangin aja bisa buat fitnah,negative,1,1,1,0
bisa pake wajah sendiri bg?,neutral,0,1,1,0
"bg,udh aku instal vpn dan alurnya sesuai tutorialnya,tapi pilihan videonya g kluar ya bg??",negative,0,1,0,0
